"RentedBikes","Hour","Temperature","Humidity","Wind.speed","Visibility","Dew.point.temperature","Solar.Radiation","Rainfall","Snowfall","Holiday"
96,10,-16.5,33,3.4,1703,-29,0.62,0,0.5,2
93,11,-15.6,31,3.3,1808,-28.9,0.93,0,0.5,2
111,12,-14.4,30,2.7,1906,-28.2,1.17,0,0.5,2
115,13,-13.3,28,2.7,1889,-27.9,1.26,0,0.5,2
116,14,-12.1,27,2.5,1879,-27.3,1.25,0,0.4,2
140,15,-11.4,27,3.3,1805,-26.7,0,0,0.4,2
147,16,-10.8,28,2.7,1778,-25.8,0.77,0,0.4,2
196,17,-11.5,31,3.3,1745,-25.2,0.41,0,0.3,2
305,18,-12.7,33,2.5,1835,-25.6,0.05,0,0.3,2
171,19,-13.2,33,2.4,1863,-26.1,0,0,0.3,2
121,20,-13.7,35,1.7,1878,-25.9,0,0,0.3,2
130,21,-14.1,36,1.8,1869,-25.9,0,0,0.3,2
108,22,-14.6,40,1.8,1746,-25.2,0,0,0.3,2
89,23,-14.4,38,2.7,1738,-25.6,0,0,0.3,2
80,0,-15,42,1.2,1766,-25,0,0,0.3,2
94,1,-15.1,43,0.8,1905,-24.9,0,0,0.3,2
75,2,-15.3,43,0.6,1867,-25,0,0,0.3,2
41,3,-15.3,43,0.8,1963,-25,0,0,0.3,2
36,4,-15.3,47,0.8,1868,-24,0,0,0.3,2
25,5,-15.4,45,0.8,2000,-24.6,0,0,0.3,2
33,6,-15.3,47,0.7,1921,-24,0,0,0.3,2
57,7,-15.7,53,1.3,1629,-23.1,0,0,0.3,2
84,8,-15.9,58,0.9,1369,-22.2,0,0,0.3,2
105,9,-15.1,49,1.1,1401,-23.4,0.2,0,0.3,2
96,10,-12.3,35,0.6,1497,-24.6,0.6,0,0.3,2
125,11,-9.6,33,1.1,1748,-22.9,0.9,0,0.3,2
145,12,-7.7,32,2.5,1763,-21.5,1.13,0,0.3,2
189,13,-6.6,27,2.1,1889,-22.5,1.24,0,0.3,2
193,14,-4.1,25,2,1730,-21.2,1.2,0,0.2,2
192,15,-3.7,26,2.2,1739,-20.4,1.04,0,0,2
195,16,-3.7,25,2.6,1839,-20.9,0.74,0,0,2
207,17,-4.6,26,1.9,2000,-21.2,0.39,0,0,2
162,18,-6.6,31,3,1988,-20.9,0.06,0,0,2
122,19,-7.1,33,2,1887,-20.6,0,0,0,2
117,20,-7.6,36,1.7,1858,-20.1,0,0,0,2
103,21,-7.9,35,2.6,1878,-20.7,0,0,0,2
114,22,-7.8,43,2.3,1804,-18.2,0,0,0,2
103,23,-7.6,42,1.2,1760,-18.3,0,0,0,2
125,0,-7.5,36,2.3,1972,-20,0,0,0,2
103,1,-7.5,45,2.4,1853,-17.4,0,0,0,2
72,2,-7.8,51,1.9,1627,-16.1,0,0,0,2
67,3,-7.7,49,1.8,1573,-16.5,0,0,0,2
38,4,-7.6,37,1.6,1966,-19.8,0,0,0,2
21,5,-7.5,33,1.5,2000,-21,0,0,0,2
30,6,-7.8,35,1.9,2000,-20.6,0,0,0,2
42,7,-8,39,1.9,2000,-19.5,0,0,0,2
72,8,-8.1,43,1.7,1943,-18.5,0,0,0,2
104,9,-7.8,41,1.8,1923,-18.7,0.17,0,0,2
111,10,-5.9,35,1.9,1940,-18.9,0.53,0,0,2
145,11,-4.6,27,2.6,1887,-20.8,0.85,0,0,2
189,12,-3.5,26,2.5,1756,-20.2,1.07,0,0,2
206,13,-2.4,22,2.5,1866,-21.2,1.16,0,0,2
225,14,-1.5,20,3,1992,-21.6,1.09,0,0,2
217,15,-1.9,23,4.3,2000,-20.3,0.7,0,0,2
187,16,-2.1,27,4,2000,-18.6,0.52,0,0,2
178,17,-3.8,32,5.2,2000,-18.1,0.25,0,0,2
157,18,-4.9,35,3.7,2000,-18,0.04,0,0,2
134,19,-6,31,3.6,2000,-20.4,0,0,0,2
113,20,-7,30,2.8,2000,-21.6,0,0,0,2
106,21,-7.3,34,3.5,2000,-20.5,0,0,0,2
105,22,-7.9,40,2.5,1997,-19.1,0,0,0,2
81,23,-8.7,42,2.1,1981,-19.3,0,0,0,2
80,0,-9.3,45,0.7,1976,-19,0,0,0,2
62,1,-9.8,47,1.3,1934,-19,0,0,0,2
49,2,-10.2,47,0.9,1808,-19.3,0,0,0,2
27,3,-9.8,43,2.8,1963,-20,0,0,0,2
26,4,-9.9,45,2.5,1967,-19.6,0,0,0,2
50,5,-10.4,47,1,1921,-19.5,0,0,0,2
94,6,-10.9,43,1,1967,-21,0,0,0,2
231,7,-11.1,37,1.6,2000,-22.9,0,0,0,2
450,8,-11.5,38,1,1998,-23,0.01,0,0,2
217,9,-10.8,34,2.9,1975,-23.6,0.17,0,0,2
135,10,-9.5,28,3.7,1893,-24.6,0.59,0,0,2
166,11,-8.1,24,3.6,1761,-25.1,0.91,0,0,2
186,12,-7.3,23,3.8,1903,-24.9,1.17,0,0,2
166,13,-6.9,23,4.6,1963,-24.6,1.28,0,0,2
168,14,-5.7,23,4.5,1956,-23.5,1.25,0,0,2
177,15,-5.2,27,4.5,1927,-21.3,1.06,0,0,2
195,16,-5.5,28,4.3,1926,-21.1,0.78,0,0,2
239,17,-5.7,30,3.6,1978,-20.5,0.4,0,0,2
438,18,-6.6,34,2.5,2000,-19.8,0.06,0,0,2
282,19,-7.1,40,3.2,2000,-18.4,0,0,0,2
197,20,-7.4,41,3.8,2000,-18.4,0,0,0,2
182,21,-7.7,42,2.9,1905,-18.4,0,0,0,2
172,22,-8.8,40,3,1985,-19.9,0,0,0,2
99,23,-9.4,41,1.6,2000,-20.2,0,0,0,2
108,0,-10,34,1.1,2000,-22.9,0,0,0,2
129,1,-10.4,37,0.3,2000,-22.3,0,0,0,2
84,2,-10.6,40,1,2000,-21.6,0,0,0,2
54,3,-10.7,42,1.4,2000,-21.1,0,0,0,2
33,4,-11.1,50,1.2,1986,-19.4,0,0,0,2
47,5,-11.3,53,1.6,1979,-19,0,0,0,2
94,6,-11.2,53,0.9,2000,-18.9,0,0,0,2
214,7,-11.3,57,0.9,1984,-18.1,0,0,0,2
491,8,-11.1,61,0.7,1963,-17.1,0.01,0,0,2
254,9,-9.9,49,0.8,1624,-18.6,0.2,0,0,2
170,10,-7.5,42,0.9,1705,-18.2,0.55,0,0,2
220,11,-4.5,29,1.3,1912,-19.8,0.79,0,0,2
253,12,-3.2,32,2.7,1900,-17.5,1.01,0,0,2
225,13,-1.3,35,2,1893,-14.8,1.18,0,0,2
238,14,-1.1,46,2.1,1437,-11.2,0.72,0,0,2
173,15,-1.6,55,2.5,1891,-9.4,0.64,0,0,2
94,16,-2.2,76,1.7,233,-5.8,0.25,0,0,2
53,17,-2.4,85,0.3,174,-4.5,0.06,0,0.6,2
100,18,-2.3,91,0.4,202,-3.5,0,1.4,2,2
59,19,-1.7,91,1.1,167,-2.9,0,0,3,2
72,20,-1.5,91,1.7,270,-2.7,0,0,3.3,2
60,21,-1.6,91,1.3,508,-2.8,0,1.5,3.5,2
73,22,-1.7,85,1.2,1006,-3.8,0,0,3.5,2
62,23,-1.7,83,1,1093,-4.2,0,0,3.5,2
69,0,-1.7,83,0.8,1113,-4.2,0,0,3.5,2
96,1,-1.6,81,1.1,1141,-4.4,0,0,3.5,2
60,2,-1.6,80,1.4,1097,-4.6,0,0,3.5,2
47,3,-2.2,83,1,977,-4.7,0,0,3.5,2
34,4,-2.4,82,1.5,877,-5,0,0,3.5,2
34,5,-2.8,83,0.6,946,-5.2,0,0,3.5,2
63,6,-3.1,80,0.7,1215,-6,0,0,3.5,2
124,7,-3.5,83,1.6,953,-5.9,0,0,3.5,2
273,8,-3.6,83,1.7,915,-6,0,0,3.5,2
137,9,-3.3,77,1.2,916,-6.7,0.1,0,3.4,2
102,10,-2.3,63,1.7,1286,-8.4,0.22,0,3.2,2
144,11,-1.5,46,2.5,1906,-11.6,0.56,0,3,2
160,12,-1,35,2.7,1921,-14.5,0.64,0,3,2
171,13,-0.8,39,2.6,1853,-13,0.54,0,2.8,2
156,14,-0.7,33,2.7,1984,-15,0.56,0,2.5,2
214,15,-0.5,30,2.3,1997,-15.9,0.45,0,2.2,2
216,16,-0.1,29,1.6,2000,-16,0.5,0,1.8,2
279,17,-0.9,34,2.8,2000,-14.8,0.28,0,1.8,2
403,18,-1.8,35,2.1,2000,-15.2,0.05,0,1.6,2
270,19,-2.2,36,2.2,2000,-15.2,0,0,1.6,2
229,20,-2.6,36,3.1,2000,-15.6,0,0,1.6,2
229,21,-3.4,40,0.9,2000,-15,0,0,1.6,2
188,22,-4.2,48,1,2000,-13.5,0,0,1.6,2
132,23,-4.7,53,1.3,2000,-12.8,0,0,1.6,2
122,0,-5.2,56,1.4,1996,-12.6,0,0,1.6,2
149,1,-5.4,54,1.7,1996,-13.2,0,0,1.6,2
103,2,-5.5,53,2.1,1980,-13.5,0,0,1.6,2
81,3,-6.2,57,1.6,1874,-13.3,0,0,1.6,2
37,4,-7.1,56,1.8,1841,-14.4,0,0,1.6,2
51,5,-7.8,65,2.3,1737,-13.2,0,0,1.6,2
95,6,-8.1,59,0.7,1915,-14.7,0,0,1.6,2
244,7,-8.7,64,0.5,1972,-14.2,0,0,1.6,2
459,8,-8.6,59,1,1948,-15.1,0.01,0,1.6,2
259,9,-7.9,50,0.6,1805,-16.5,0.23,0,1.6,2
168,10,-5,41,0.5,1799,-16.2,0.64,0,1.5,2
194,11,-2.6,33,1.5,1830,-16.6,0.95,0,1.4,2
240,12,-1.1,31,1.3,1869,-16.1,1.2,0,1.3,2
233,13,0.3,28,3.1,1988,-16.1,1.3,0,1,2
256,14,0.8,23,3.2,2000,-18,1.29,0,0.5,2
293,15,0.7,25,3,1987,-17.1,1.12,0,0,2
268,16,1.1,26,2.1,1957,-16.3,0.82,0,0,2
341,17,0.3,26,2.4,1977,-17,0.45,0,0,2
542,18,-1,28,1.9,2000,-17.2,0.08,0,0,2
344,19,-1.8,32,1.5,2000,-16.3,0,0,0,2
263,20,-2.4,36,1,2000,-15.4,0,0,0,2
257,21,-3.2,47,1.8,1917,-12.9,0,0,0,2
235,22,-3.9,52,1.2,1871,-12.3,0,0,0,2
143,23,-4.5,55,0.4,1908,-12.1,0,0,0,2
138,0,-4.9,56,1.1,1982,-12.3,0,0,0,2
159,1,-5.2,56,0.9,1973,-12.6,0,0,0,2
102,2,-5.7,59,0.3,1951,-12.4,0,0,0,2
65,3,-6.3,63,0.9,1425,-12.2,0,0,0,2
47,4,-6.7,65,1.1,1705,-12.1,0,0,0,2
48,5,-6.8,61,0.2,1724,-13,0,0,0,2
115,6,-7,62,1.3,1830,-13,0,0,0,2
267,7,-7.4,62,1.5,1909,-13.4,0,0,0,2
558,8,-7.4,58,2.2,1882,-14.2,0.01,0,0,2
280,9,-6.5,54,1.2,1541,-14.2,0.22,0,0,2
187,10,-4.1,43,1.2,1187,-14.8,0.59,0,0,2
234,11,-1.4,37,1,1317,-14.2,0.91,0,0,2
303,12,0.9,37,1.5,1283,-12.1,1.12,0,0,2
294,13,1.6,29,2.2,1662,-14.5,1.2,0,0,2
293,14,3.2,26,2.2,1499,-14.5,1.16,0,0,2
310,15,3.6,26,2.4,1687,-14.1,0.99,0,0,2
330,16,2.9,26,3,1968,-14.7,0.69,0,0,2
382,17,2,25,2.3,1998,-16,0.34,0,0,2
592,18,0.5,37,3,1733,-12.5,0.06,0,0,2
379,19,-0.5,43,2.5,1666,-11.5,0,0,0,2
241,20,-1.3,51,2.4,1481,-10.1,0,0,0,2
225,21,-2,61,1.7,1655,-8.5,0,0,0,2
227,22,-2.4,63,1.3,1523,-8.4,0,0,0,2
178,23,-2.6,69,2,1434,-7.5,0,0,0,2
182,0,-2.5,69,2.2,1366,-7.4,0,0,0,2
184,1,-2.3,71,3.2,1078,-6.8,0,0,0,2
123,2,-3.4,82,4.2,184,-6,0,0,0,2
60,3,-4.4,80,4.3,346,-7.3,0,0.1,0.1,2
35,4,-5.6,74,4,387,-9.5,0,0,0.2,2
31,5,-6.3,65,3.9,1521,-11.8,0,0,0.3,2
33,6,-7.8,57,4.8,1867,-14.8,0,0.4,0.3,2
67,7,-8.8,58,4,1942,-15.5,0,0,0.3,2
116,8,-9.5,56,3.5,1979,-16.6,0.01,0,0.3,2
168,9,-9.4,47,3.3,1995,-18.6,0.42,0,0.3,2
144,10,-8.5,43,4,1797,-18.8,1.09,0,0.2,2
195,11,-7.7,41,4.6,1984,-18.7,1.65,0,0.2,2
192,12,-6,38,3.4,1930,-18,2.04,0,0,2
229,13,-5.8,38,3.7,1961,-17.8,2.25,0,0,2
196,14,-5,31,4,2000,-19.5,2.18,0,0,2
210,15,-4.5,31,4.3,1979,-19.1,1.91,0,0,2
205,16,-4.2,31,3.5,1974,-18.8,1.42,0,0,2
211,17,-5.6,32,4.6,2000,-19.7,0.53,0,0,2
175,18,-6.6,36,4.4,2000,-19.2,0.15,0,0,2
135,19,-7.6,32,4.8,2000,-21.4,0,0,0,2
109,20,-8.5,31,4.1,2000,-22.6,0,0,0,2
107,21,-9.1,38,2.7,2000,-20.8,0,0,0,2
92,22,-9.7,45,3,2000,-19.4,0,0,0,2
91,23,-10,48,2.6,2000,-18.9,0,0,0,2
98,0,-10.4,49,2.4,2000,-19,0,0,0,2
90,1,-10.5,48,3.1,2000,-19.4,0,0,0,2
60,2,-10.5,49,2,2000,-19.1,0,0,0,2
54,3,-10.6,47,3.7,2000,-19.7,0,0,0,2
35,4,-11.2,47,2.3,2000,-20.3,0,0,0,2
21,5,-11.5,51,3.3,1996,-19.6,0,0,0,2
23,6,-11.8,54,2.4,1917,-19.2,0,0,0,2
34,7,-12.4,54,2.5,1790,-19.8,0,0,0,2
70,8,-12.8,56,2.4,1507,-19.7,0.02,0,0,2
97,9,-12.4,51,3.8,1415,-20.4,0.38,0,0,2
103,10,-11.2,43,3.5,1359,-21.3,1.04,0,0,2
115,11,-9.7,37,2.8,1436,-21.6,1.57,0,0,2
165,12,-8.3,32,1.8,1295,-22.1,1.99,0,0,2
152,13,-8.3,34,4,1561,-21.4,2.22,0,0,2
177,14,-7.4,33,4,1713,-20.9,2.17,0,0,2
190,15,-6.4,30,4.9,1939,-21.1,1.89,0,0,2
181,16,-5.4,29,3.6,1979,-20.6,1.4,0,0,2
184,17,-5.9,27,3.6,1974,-21.9,0.81,0,0,2
154,18,-7,26,4.1,2000,-23.3,0.16,0,0,2
124,19,-7.7,31,3.3,2000,-21.9,0,0,0,2
98,20,-8.2,28,3.5,2000,-23.5,0,0,0,2
107,21,-8.9,35,3.2,2000,-21.6,0,0,0,2
78,22,-9.7,45,1.3,2000,-19.4,0,0,0,2
77,23,-10.3,48,2,2000,-19.2,0,0,0,2
82,0,-10.5,52,2.4,2000,-18.4,0,0,0,2
52,1,-11.2,54,1,2000,-18.6,0,0,0,2
39,2,-11.2,55,1.5,2000,-18.4,0,0,0,2
33,3,-11.3,54,0.6,2000,-18.7,0,0,0,2
20,4,-11.7,51,1.2,2000,-19.8,0,0,0,2
37,5,-11.6,45,2.4,2000,-21.1,0,0,0,2
110,6,-11.5,40,2.3,2000,-22.4,0,0,0,2
227,7,-11.6,44,1.6,2000,-21.4,0,0,0,2
433,8,-11.5,40,2.8,2000,-22.4,0.02,0,0,2
216,9,-11.1,38,2.4,1945,-22.6,0.43,0,0,2
123,10,-9.6,32,3.7,2000,-23.2,1.14,0,0,2
156,11,-8.5,27,4.7,1894,-24.2,1.73,0,0,2
157,12,-7.8,28,4.1,2000,-23.1,2.12,0,0,2
169,13,-7,25,4.2,1999,-23.7,2.29,0,0,2
170,14,-6.4,24,4.6,1970,-23.7,2.23,0,0,2
169,15,-5.7,25,4.4,1995,-22.6,1.94,0,0,2
199,16,-5.4,25,3.4,1985,-22.3,1.44,0,0,2
225,17,-6.4,28,4.5,2000,-21.9,0.81,0,0,2
388,18,-7.6,29,3.5,2000,-22.6,0.16,0,0,2
246,19,-8.3,29,4.1,2000,-23.2,0,0,0,2
206,20,-9.1,35,3.8,2000,-21.7,0,0,0,2
177,21,-9.8,41,3.9,1949,-20.6,0,0,0,2
183,22,-10.3,43,3.7,1876,-20.5,0,0,0,2
115,23,-10.5,47,2.8,1794,-19.6,0,0,0,2
126,0,-10.6,47,3.5,1803,-19.7,0,0,0,2
87,1,-10.9,36,3.3,2000,-23,0,0,0,2
59,2,-11.2,36,2.9,1981,-23.3,0,0,0,2
36,3,-11.6,35,3.2,1992,-24,0,0,0,2
32,4,-12,36,2.7,1998,-24,0,0,0,2
40,5,-12.3,37,2.9,2000,-24,0,0,0,2
94,6,-12.5,40,3.4,1991,-23.3,0,0,0,2
213,7,-12.7,41,3.7,1982,-23.2,0,0,0,2
438,8,-12.7,41,3.1,2000,-23.2,0.02,0,0,2
217,9,-12.3,39,3.7,1984,-23.4,0.45,0,0,2
128,10,-11.3,35,4.2,1848,-23.7,1.15,0,0,2
175,11,-9.9,32,3.3,1863,-23.5,1.72,0,0,2
172,12,-8.2,31,2.7,1858,-22.3,2.09,0,0,2
165,13,-7.5,28,4.3,1904,-22.9,2.3,0,0,2
147,14,-7,26,4.4,1986,-23.3,2.24,0,0,2
171,15,-5.9,25,3.1,1936,-22.8,1.93,0,0,2
175,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,2
227,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,2
392,18,-7.6,36,3.3,2000,-20.1,0.11,0,0,2
251,19,-8.4,37,4,2000,-20.5,0,0,0,2
193,20,-9.6,34,2.6,2000,-22.5,0,0,0,2
175,21,-10.6,39,3.1,2000,-21.9,0,0,0,2
169,22,-11.1,43,1.8,1960,-21.2,0,0,0,2
106,23,-11.8,46,1.1,1860,-21.1,0,0,0,2
116,0,-12.3,47,0.4,1848,-21.3,0,0,0,2
96,1,-12.3,47,1.9,1837,-21.3,0,0,0,2
83,2,-12.5,50,1,1722,-20.8,0,0,0,2
51,3,-12.5,49,1.5,1885,-21,0,0,0,2
34,4,-13.1,54,0.7,1369,-20.4,0,0,0,2
45,5,-13,53,0.7,1810,-20.5,0,0,0,2
92,6,-13.2,50,0.5,1873,-21.4,0,0,0,2
214,7,-13.2,56,0.9,1665,-20.1,0,0,0,2
469,8,-13.3,60,0.6,1598,-19.4,0.02,0,0,2
237,9,-12,50,1.3,1523,-20.3,0.43,0,0,2
155,10,-9.6,39,0.7,1580,-21,1.06,0,0,2
176,11,-7,28,3.3,1829,-22.4,1.56,0,0,2
188,12,-6,24,2.6,1964,-23.3,1.97,0,0,2
228,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,2
199,14,-3.5,20,1.5,1976,-23.2,2.02,0,0,2
221,15,-2.1,20,2.3,1961,-22.1,1.87,0,0,2
240,16,-1.7,18,2,1919,-22.9,1.41,0,0,2
320,17,-2.3,20,2.2,1994,-22.2,0.77,0,0,2
448,18,-4,27,2.5,2000,-20.2,0.16,0,0,2
280,19,-5.2,33,2.6,2000,-19,0,0,0,2
218,20,-5.8,44,2.1,1994,-16.1,0,0,0,2
223,21,-6.3,48,2.2,1965,-15.5,0,0,0,2
200,22,-6.8,50,1.7,1856,-15.5,0,0,0,2
164,23,-7.6,50,1,1839,-16.2,0,0,0,2
136,0,-8.2,50,1.1,1850,-16.8,0,0,0,2
126,1,-8.5,60,1.2,1908,-14.8,0,0,0,2
103,2,-8.3,65,0.4,1750,-13.7,0,0,0,2
57,3,-8.6,64,0.9,1754,-14.1,0,0,0,2
46,4,-9,54,0.6,1833,-16.6,0,0,0,2
39,5,-9,56,0.4,1678,-16.1,0,0,0,2
99,6,-9.3,61,0.7,1684,-15.4,0,0,0,2
255,7,-9.6,67,1,1503,-14.5,0,0,0,2
507,8,-9.7,65,0.8,1508,-15,0.02,0,0,2
270,9,-8.5,55,1,1482,-15.9,0.4,0,0,2
160,10,-6.3,46,1.3,1346,-16,1.01,0,0,2
217,11,-3.1,39,1.2,1495,-15.1,1.54,0,0,2
253,12,-1.5,35,1.2,1551,-15,1.9,0,0,2
270,13,0.3,30,1.4,1697,-15.2,2.11,0,0,2
253,14,0.9,25,2.4,1730,-16.9,2.09,0,0,2
286,15,1.4,25,2.2,1686,-16.5,1.81,0,0,2
284,16,2,25,2.3,1755,-16,1.3,0,0,2
337,17,1.5,24,1.9,1788,-16.9,0.72,0,0,2
564,18,-0.5,26,1.7,1999,-17.7,0.15,0,0,2
378,19,-1.8,35,1.4,1558,-15.2,0,0,0,2
277,20,-2.8,40,1.5,1593,-14.5,0,0,0,2
268,21,-3.3,42,1.1,1596,-14.4,0,0,0,2
233,22,-3.9,41,0.4,1462,-15.2,0,0,0,2
195,23,-4.3,44,0.7,1247,-14.7,0,0,0,2
178,0,-4.6,38,0.1,1551,-16.7,0,0,0,2
159,1,-4.8,44,1.1,1432,-15.2,0,0,0,2
107,2,-5.1,47,0.9,1460,-14.6,0,0,0,2
78,3,-5.2,48,0.7,1309,-14.5,0,0,0,2
46,4,-4.4,47,0.9,1343,-14,0,0,0,2
36,5,-4.2,44,1.1,1196,-14.6,0,0,0,2
117,6,-4,41,0.8,1242,-15.3,0,0,0,2
273,7,-3.6,42,0.9,1258,-14.6,0,0,0,2
589,8,-3.3,39,0.9,1279,-15.3,0.02,0,0,2
308,9,-2.4,36,1.2,1276,-15.4,0.2,0,0,2
199,10,-1.3,34,0.5,1192,-15.1,0.32,0,0,2
238,11,-0.2,31,0.8,1269,-15.3,0.5,0,0,2
260,12,1.6,28,0.5,1193,-14.9,0.88,0,0,2
268,13,2.6,27,0.8,1120,-14.5,0.82,0,0,2
283,14,4,25,0.9,1009,-14.3,1.06,0,0,2
315,15,5,24,1,1037,-13.9,1.16,0,0,2
319,16,6,28,1.7,1183,-11.1,1.03,0,0,2
422,17,4.8,38,3,1582,-8.3,0.47,0,0,2
659,18,4.1,40,2.1,1327,-8.3,0.1,0,0,2
407,19,3.3,58,1.7,1024,-4.1,0,0,0,2
308,20,3,61,1.9,842,-3.8,0,0,0,2
243,21,2.9,63,1,786,-3.4,0,0,0,2
263,22,2.5,66,1.1,759,-3.2,0,0,0,2
193,23,2,70,0.7,689,-2.9,0,0,0,2
197,0,1.5,71,1.1,590,-3.1,0,0,0,2
237,1,1.7,71,1.2,584,-3,0,0,0,2
169,2,1.9,71,1.5,584,-2.8,0,0,0,2
145,3,2,71,1.2,534,-2.7,0,0,0,2
79,4,1.9,74,1.2,514,-2.2,0,0,0,2
41,5,1.8,75,2,484,-2.1,0,0,0,2
48,6,1.6,78,1.6,448,-1.8,0,0,0,2
97,7,1.6,81,1.4,393,-1.3,0,0,0,2
188,8,1.6,82,1.3,349,-1.1,0.01,0,0,2
222,9,1.6,78,2,260,-1.8,0.17,0,0,2
223,10,1.8,73,2.8,270,-2.5,0.69,0,0,2
235,11,2.6,62,2.9,294,-3.9,1.12,0,0,2
248,12,2.9,53,4.7,354,-5.7,1.37,0,0,2
296,13,2.8,31,4,967,-12.6,1.42,0,0,2
286,14,2.2,24,4.5,1700,-16.3,1.66,0,0,2
277,15,2,20,4.1,1942,-18.6,1.49,0,0,2
291,16,0.3,17,4.9,2000,-21.9,0.87,0,0,2
277,17,-0.9,19,5,2000,-21.6,0.48,0,0,2
216,18,-2,15,5.6,2000,-25.2,0.13,0,0,2
151,19,-3.1,14,5.1,2000,-26.9,0,0,0,2
132,20,-4.4,19,5.8,2000,-24.6,0,0,0,2
124,21,-5.6,28,4.1,2000,-21.2,0,0,0,2
128,22,-6.2,32,3.5,2000,-20.2,0,0,0,2
118,23,-6.7,35,2.1,2000,-19.6,0,0,0,2
112,0,-6.9,36,2.1,2000,-19.5,0,0,0,2
95,1,-7,38,2.6,2000,-18.9,0,0,0,2
93,2,-7,42,1.6,2000,-17.7,0,0,0,2
58,3,-7.2,43,2,2000,-17.6,0,0,0,2
34,4,-7.5,42,2.4,1998,-18.2,0,0,0,2
19,5,-7.8,39,2.8,2000,-19.3,0,0,0,2
39,6,-8.4,33,1.4,1963,-21.8,0,0,0,2
40,7,-9.2,34,2,1945,-22.2,0,0,0,2
81,8,-9.4,29,1.9,1967,-24.1,0.03,0,0,2
126,9,-8.6,28,1.5,1786,-23.8,0.49,0,0,2
130,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,2
155,11,-5,25,3.2,1853,-22,1.75,0,0,2
174,12,-3.9,28,2.9,1921,-19.7,2.12,0,0,2
212,13,-2.4,28,3,1953,-18.4,2.35,0,0,2
191,14,-2.2,29,4.1,1983,-17.8,1.93,0,0,2
181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,2
175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,2
198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,2
150,18,-4.6,56,3.6,2000,-12,0.09,0,0,2
147,19,-5.2,66,3.1,2000,-10.5,0,0,0,2
127,20,-5.7,67,2.6,2000,-10.8,0,0,0,2
119,21,-5.6,69,2.2,1984,-10.3,0,0,0,2
103,22,-5.8,57,3.2,1980,-12.9,0,0,0,2
91,23,-7,49,3.4,1984,-15.9,0,0,0,2
103,0,-7.7,52,3.2,1982,-15.8,0,0,0,2
69,1,-7.9,52,3.7,1961,-16,0,0,0,2
45,2,-8.3,49,2.7,2000,-17.1,0,0,0,2
21,3,-8.5,35,2.7,2000,-21.2,0,0,0,2
33,4,-8.6,31,3.5,2000,-22.7,0,0,0,2
30,5,-9.2,37,1.1,2000,-21.2,0,0,0,2
109,6,-9.5,36,1.5,2000,-21.8,0,0,0,2
236,7,-9.5,35,1.1,2000,-22.1,0,0,0,2
517,8,-9.1,33,2.1,1998,-22.4,0.03,0,0,2
262,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,2
161,10,-6.7,23,2.4,1938,-24.4,1.25,0,0,2
190,11,-6.1,25,2.8,1976,-22.9,1.28,0,0,2
202,12,-4.6,32,4.2,1874,-18.8,1.43,0,0,2
246,13,-2.7,29,2.9,1961,-18.3,2.29,0,0,2
182,14,-2.4,30,3.4,1824,-17.6,2.08,0,0,2
228,15,-2.1,30,3.9,1933,-17.3,2.22,0,0,2
239,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,2
288,17,-3.1,36,4.4,1988,-16,0.89,0,0,2
475,18,-4.4,46,3.5,2000,-14.3,0.23,0,0,2
340,19,-4.9,52,2,2000,-13.2,0,0,0,2
244,20,-4.7,55,1.7,2000,-12.3,0,0,0,2
253,21,-4.3,59,3,1239,-11.1,0,0,0,2
200,22,-4.2,57,1.7,2000,-11.4,0,0,0,2
140,23,-4.4,58,2.4,2000,-11.4,0,0,0,2
158,0,-5,60,1.8,1995,-11.5,0,0,0,2
146,1,-5.5,60,1.3,1994,-12,0,0,0,2
106,2,-6,58,2,2000,-12.9,0,0,0,2
70,3,-6.2,61,1.3,1992,-12.5,0,0,0,2
46,4,-6.4,62,1.8,1978,-12.4,0,0,0,2
51,5,-6.7,64,1.6,1981,-12.3,0,0,0,2
96,6,-7.1,70,1,1977,-11.6,0,0,0,2
294,7,-7.2,70,1.9,1946,-11.7,0,0,0,2
568,8,-7.1,68,0.6,1931,-12,0.03,0,0,2
285,9,-5.9,52,1.4,1935,-14.1,0.53,0,0,2
200,10,-2.4,41,1.5,1905,-13.8,1.19,0,0,2
252,11,-0.3,40,3.4,1728,-12.2,1.73,0,0,2
281,12,1,41,3.3,1794,-10.8,2.11,0,0,2
256,13,2.6,40,3.5,1854,-9.6,2.28,0,0,2
300,14,3.7,39,3.8,1908,-9,2.19,0,0,2
295,15,3.7,40,5.3,1950,-8.6,1.96,0,0,2
328,16,3.9,41,4,1973,-8.1,1.24,0,0,2
410,17,3.5,46,3.1,1992,-7,0.39,0,0,2
604,18,3.1,50,3.7,2000,-6.3,0.07,0,0,2
406,19,2.4,57,3.2,1995,-5.2,0,0,0,2
323,20,2.3,59,3.8,1981,-4.9,0,0,0,2
