f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f45;f46;f47;f48;f49;f50;f51;f52;f53;f54;f55;f56;f57;label
78.41;46.71;60.54;70.97;52.3;30.72;54.06;47.23;33.15;24.77;55.52;49.76;51.69;47.9;60.28;42.12;62.89;45.94;62.15;42.87;48.05;46.44;30.53;60.13;50.44;37.37;50.7;65.17;74.3;46.11;41.38;30.52;36.33;29.16;33.15;19.73;30.29;25.8;29.5;45.87;39.37;38.47;24.21;38.41;45.94;27.31;17.68;18.56;26.4;37.75;35.89;40.09;39.3;24.21;36.76;26.44;39.36;1
41.05;4.33;25.66;23.84;32.06;24.44;21.82;13.25;28.0;17.13;19.68;29.32;22.27;31.0;11.0;24.01;25.14;26.58;49.94;23.66;39.77;26.64;34.25;28.63;26.53;33.87;19.59;29.29;37.63;12.04;41.07;31.94;52.4;41.89;56.03;32.48;33.15;41.56;17.03;21.56;44.07;36.13;25.12;45.15;67.97;20.72;26.79;34.98;49.95;17.78;30.85;49.46;37.29;26.18;37.38;28.27;36.57;0
64.09;38.4;55.75;71.31;42.93;39.66;34.31;32.69;32.06;41.1;51.87;20.37;82.94;53.7;38.05;42.68;51.15;47.33;54.65;37.53;49.17;47.13;49.78;42.38;37.4;76.4;36.45;53.32;62.16;43.5;55.9;28.18;33.51;36.94;30.21;33.91;51.71;19.33;57.91;32.04;22.61;37.81;39.76;23.89;33.53;29.36;32.27;21.53;47.93;52.61;34.01;43.81;26.81;26.74;43.48;19.76;87.38;1
40.09;0.0;20.28;47.36;27.83;20.02;37.46;4.16;34.52;17.57;15.25;15.19;31.64;13.8;15.79;30.93;32.53;33.44;35.03;26.78;11.22;25.27;31.22;11.57;20.37;26.44;31.54;30.9;24.2;26.82;32.1;40.68;19.28;52.67;43.07;30.78;41.97;34.99;23.55;35.4;56.65;39.7;40.88;30.85;47.05;30.93;43.3;27.27;25.87;9.89;34.68;51.99;39.25;31.99;37.12;30.14;38.8;0
29.58;37.06;35.78;17.85;0.0;29.67;31.51;19.78;29.99;28.55;27.24;25.68;28.03;20.37;0.0;21.19;37.01;21.37;31.32;24.64;20.89;24.63;25.36;21.6;22.21;25.96;22.29;35.19;27.17;28.97;47.21;12.36;37.84;40.22;44.25;35.38;46.42;45.46;39.51;10.37;51.68;41.54;47.46;33.08;39.52;45.99;34.87;28.73;30.86;45.13;33.31;38.86;41.79;17.8;33.63;19.31;54.06;0
27.3;25.13;30.64;52.83;18.57;35.26;29.79;24.48;16.6;17.08;35.55;14.28;34.92;21.54;32.4;22.07;25.6;15.56;11.64;34.87;30.16;1.18;17.37;22.78;26.77;33.71;9.17;36.06;14.95;37.49;51.92;56.81;0.51;55.75;44.62;27.9;38.86;25.37;28.01;36.77;44.13;21.63;32.33;48.15;28.18;20.23;18.54;23.42;57.87;38.93;32.47;51.6;21.15;27.15;37.95;28.46;16.67;0
67.39;26.09;59.17;46.87;43.06;51.5;59.72;42.76;58.3;31.14;55.75;38.09;58.25;32.94;30.66;45.88;73.82;20.57;57.93;61.74;48.05;42.47;59.77;72.05;47.68;67.21;34.1;59.56;72.62;73.17;25.41;16.52;28.07;58.89;44.98;35.41;40.17;37.41;46.92;22.6;30.88;32.47;21.98;47.16;40.51;27.49;12.22;22.57;35.39;23.63;38.33;39.43;19.08;32.42;51.66;32.92;39.8;1
72.59;47.03;63.01;54.73;51.65;61.32;55.81;38.73;35.38;58.84;44.27;27.56;81.37;41.64;31.71;40.44;83.47;49.24;55.41;48.28;47.44;54.87;18.77;46.17;48.07;75.22;64.55;71.29;59.93;38.12;40.74;31.95;15.07;45.74;27.11;29.45;37.57;45.81;39.39;20.66;30.66;24.96;24.22;37.11;36.75;38.8;33.14;15.34;44.15;35.69;24.82;54.22;41.72;27.07;34.53;31.45;15.59;1
40.06;0.0;27.34;37.06;28.66;35.38;18.63;29.03;31.13;16.73;21.16;21.03;20.18;26.64;30.4;20.81;35.13;39.51;37.77;26.1;17.14;41.09;2.9;27.99;22.18;37.11;18.45;33.47;25.52;13.81;44.27;31.83;23.97;33.49;24.99;33.53;35.1;18.36;46.99;32.7;32.77;33.41;41.36;43.05;36.13;28.54;33.62;33.51;39.27;38.92;33.58;64.22;34.99;37.9;46.31;13.55;44.94;0
54.67;23.43;46.1;64.26;57.98;50.6;59.72;31.31;52.61;67.56;51.79;18.37;54.0;48.16;40.26;50.57;57.77;36.44;65.78;50.32;59.73;60.93;39.53;63.57;62.39;79.85;57.72;51.99;61.17;39.81;54.42;46.83;0.0;55.84;27.61;0.0;33.65;34.27;44.82;33.04;45.58;24.59;55.89;26.64;7.2;29.91;34.3;30.88;32.16;28.61;39.97;50.57;6.56;30.73;29.09;30.95;30.76;1
34.0;43.55;32.44;34.18;25.25;23.41;30.26;6.11;30.24;31.95;28.75;27.8;38.2;28.35;25.81;17.18;45.17;25.38;48.12;15.28;16.16;17.37;36.32;17.15;23.73;27.26;23.77;38.12;35.28;8.18;29.38;14.27;41.23;31.3;21.36;11.96;35.01;25.35;40.28;40.65;34.02;30.01;41.2;44.49;22.51;32.91;25.65;29.26;40.36;24.55;30.84;33.09;42.56;24.94;23.0;7.92;35.57;0
47.04;28.77;74.45;49.62;49.37;48.46;61.82;32.75;40.84;44.52;43.87;18.62;40.41;41.85;54.56;44.9;57.89;58.85;63.58;56.94;58.1;71.15;29.97;57.24;50.95;69.43;41.14;58.04;56.76;66.65;38.44;28.1;8.97;37.03;25.1;27.33;47.52;30.42;43.25;19.78;31.74;38.67;42.51;38.42;29.09;31.44;35.47;28.8;50.81;38.99;30.79;41.4;37.09;34.02;41.06;24.83;53.74;1
37.81;29.7;41.98;36.19;31.01;24.81;35.07;17.92;31.45;13.25;36.31;13.95;35.74;33.78;39.73;13.68;34.1;30.15;55.23;31.34;36.74;33.06;18.62;27.12;35.05;32.68;20.2;27.48;12.85;7.95;47.18;40.54;27.79;37.04;48.49;61.23;40.21;24.54;30.61;19.15;47.24;23.22;33.68;40.93;46.15;35.11;23.69;21.77;38.08;53.97;33.0;43.47;18.21;35.3;28.11;31.23;29.93;0
32.65;14.32;38.29;19.21;16.93;9.85;18.64;32.03;26.29;24.17;19.63;9.6;34.46;26.84;14.33;33.15;28.27;30.39;21.88;17.55;15.61;32.26;0.0;29.68;31.07;20.74;26.5;43.62;23.36;26.04;57.56;37.44;32.28;51.5;21.32;29.35;28.26;40.41;48.07;24.38;53.84;35.64;25.44;38.89;41.92;40.65;22.12;33.07;38.94;22.45;37.13;55.51;43.5;38.2;40.52;28.62;37.73;0
74.36;51.25;55.87;39.58;59.22;62.07;68.97;31.58;61.01;45.66;23.84;49.82;52.75;29.63;20.07;52.2;56.99;43.0;66.4;44.44;52.06;23.77;54.39;49.07;41.94;76.0;56.33;51.28;60.38;25.26;56.11;27.7;36.5;22.62;37.55;20.65;45.36;36.67;43.6;37.11;14.61;35.51;35.54;42.91;43.32;41.33;36.68;45.54;55.21;41.72;30.78;24.28;8.31;54.44;36.49;28.52;28.73;1
52.14;52.5;45.16;62.58;52.07;49.56;43.05;44.78;43.55;24.55;54.91;48.37;62.87;19.3;41.47;46.91;68.75;33.36;74.15;58.79;61.25;49.95;27.38;29.45;37.49;56.25;69.58;56.14;57.68;34.44;55.39;28.04;12.9;46.94;42.26;34.22;36.44;33.18;33.56;26.51;28.02;33.8;36.78;39.54;32.52;32.76;34.91;18.15;38.04;38.92;31.26;40.49;8.79;18.2;41.37;31.72;29.61;1
91.05;33.13;77.18;37.42;42.17;32.88;46.39;26.8;46.55;57.81;57.12;49.23;54.59;76.78;48.61;59.32;57.85;48.55;67.01;50.14;77.53;44.61;36.53;33.23;50.06;55.06;55.61;62.09;71.54;33.04;53.46;8.5;24.5;42.06;32.46;44.39;31.19;32.38;46.82;5.26;14.78;38.64;29.79;38.14;46.59;41.29;19.52;33.15;42.59;57.47;35.58;30.07;15.92;22.97;44.73;30.8;49.49;1
62.14;43.22;66.44;20.55;41.45;55.13;50.89;45.02;57.84;22.63;54.3;37.43;64.21;45.76;58.58;38.84;63.73;44.92;50.23;44.68;46.11;53.06;25.12;42.93;44.73;61.22;23.34;66.15;72.12;73.26;38.43;41.16;26.33;51.38;50.64;29.92;31.75;31.88;35.99;26.96;31.04;26.5;40.66;37.39;58.58;21.29;35.67;40.39;42.0;49.42;29.08;31.7;32.25;25.04;37.66;39.41;30.68;1
37.73;37.61;36.73;23.87;21.83;13.79;45.2;7.85;25.99;28.05;10.82;5.62;36.18;13.96;2.53;25.76;29.67;34.82;24.05;21.01;27.18;19.24;14.48;27.97;22.89;30.85;34.22;37.85;25.15;33.08;28.11;32.27;26.64;28.56;15.38;33.84;37.29;39.2;55.68;26.44;42.21;23.86;49.38;34.8;51.83;26.78;12.65;13.16;42.05;45.94;32.31;43.55;33.49;31.41;28.85;27.43;56.37;0
78.18;42.7;44.03;59.12;44.35;50.93;68.51;40.44;25.71;48.48;37.38;9.7;69.41;42.61;45.43;52.39;37.38;53.49;65.66;46.07;62.93;40.51;43.1;40.07;48.66;81.91;68.06;68.9;42.58;27.67;33.71;15.55;28.43;22.93;25.86;49.1;33.58;43.65;35.55;20.9;39.27;37.63;38.18;35.39;29.72;41.97;27.38;22.23;37.25;53.52;24.86;49.87;41.72;24.9;44.47;24.55;21.75;1
58.97;45.75;49.5;49.39;57.5;48.59;37.91;38.1;37.55;32.77;18.43;51.52;67.22;44.16;46.32;53.27;38.82;54.62;58.06;55.49;50.82;50.91;34.69;76.04;39.12;60.79;41.81;61.78;63.67;17.13;51.19;10.58;41.32;11.36;54.87;25.48;22.77;38.88;34.1;34.06;47.0;35.23;51.15;32.25;39.94;39.64;53.26;30.96;62.86;35.55;40.46;38.58;40.12;32.76;20.71;30.5;31.5;1
41.37;12.64;29.84;41.26;23.81;14.02;16.44;5.6;45.02;19.14;31.71;15.16;28.54;13.48;26.98;15.75;34.87;25.1;35.17;32.29;39.99;11.16;25.45;21.74;20.01;35.0;18.05;24.98;35.94;10.72;23.57;32.72;18.51;57.39;33.73;44.62;30.89;42.67;30.48;31.56;41.66;30.66;27.65;42.82;53.32;28.17;12.36;20.66;48.14;29.36;40.46;21.58;21.36;36.17;30.07;22.43;60.93;0
32.29;36.56;29.42;21.84;13.97;13.81;39.9;6.59;39.97;32.54;21.0;32.79;41.97;25.86;41.93;26.48;48.24;38.09;39.7;29.93;41.04;31.4;1.25;23.81;11.56;29.17;26.15;33.76;33.98;42.07;66.28;37.2;16.22;57.67;37.18;10.0;45.37;25.55;29.24;31.58;38.11;38.07;27.85;47.01;41.64;24.86;13.33;28.81;57.06;43.95;39.32;60.76;36.19;11.46;38.51;19.3;26.7;0
25.9;24.29;36.94;42.32;20.05;15.1;36.46;25.47;42.67;42.67;28.28;25.5;39.87;1.3;18.67;24.44;22.7;25.4;33.65;26.49;21.38;35.69;32.34;39.27;14.29;31.76;23.85;33.36;36.81;29.26;21.16;15.58;43.83;64.8;17.81;27.21;36.27;32.26;29.46;24.13;32.49;23.67;56.63;35.17;26.16;47.36;12.34;6.49;32.36;22.41;39.06;45.28;23.54;28.03;38.04;27.89;54.39;0
72.44;46.6;67.21;57.14;50.85;58.23;64.42;48.26;53.09;21.39;62.15;56.03;93.0;24.89;51.4;52.72;62.86;28.11;72.73;45.48;61.85;60.31;35.39;72.21;54.84;60.24;50.76;63.21;61.14;43.76;29.78;18.8;48.75;39.55;17.8;28.52;35.8;27.13;29.78;22.71;47.24;43.08;51.47;30.79;33.59;56.38;40.89;17.29;44.62;50.28;32.42;46.57;15.99;16.66;27.97;24.13;48.84;1
41.26;24.83;29.93;25.76;22.88;19.52;28.94;7.12;25.64;36.23;22.19;36.67;33.54;30.16;34.29;29.04;31.98;25.67;45.18;25.6;39.6;25.68;28.7;31.2;20.39;32.51;25.56;35.32;34.4;9.14;43.68;18.07;50.05;38.47;38.93;48.03;27.41;39.51;18.57;18.28;41.92;24.23;56.73;31.91;23.07;40.71;37.94;31.79;49.78;16.21;33.65;48.85;33.82;32.58;38.65;21.63;24.29;0
83.55;49.76;73.41;47.2;49.57;61.77;65.27;38.79;26.85;32.9;35.18;59.8;66.84;28.6;43.09;47.48;59.48;44.9;48.47;46.68;60.16;47.26;44.92;71.48;48.13;63.87;53.67;66.27;78.89;59.07;37.43;20.92;25.49;49.52;53.54;36.16;32.17;44.04;19.89;32.67;46.74;23.12;12.58;25.57;33.62;51.29;16.15;29.97;35.82;17.07;32.1;33.83;31.52;25.68;28.7;40.97;44.33;1
72.86;43.75;62.45;53.72;45.92;53.92;39.94;26.55;47.16;33.0;50.6;28.28;56.53;44.78;27.25;45.2;74.45;38.48;56.48;68.91;55.21;47.15;22.44;42.93;45.03;67.46;55.83;75.88;33.18;47.27;34.97;36.97;25.49;50.02;20.27;34.4;45.38;30.45;31.18;38.73;48.71;31.5;35.13;41.03;43.57;16.82;21.59;26.99;43.18;22.74;39.27;55.1;15.8;21.85;39.31;41.44;19.63;1
59.11;50.54;56.81;32.45;43.87;57.42;78.19;30.98;51.26;57.61;28.95;50.38;79.8;46.05;17.85;52.53;62.62;46.47;60.04;42.6;51.36;58.13;42.84;33.91;47.58;78.58;40.32;72.73;78.85;39.87;34.91;37.49;17.42;22.24;42.76;26.28;46.44;29.03;32.06;33.89;26.99;13.61;41.22;30.67;29.61;34.18;22.29;37.26;44.55;19.97;42.73;44.19;19.68;2.72;33.65;17.96;46.1;1
82.11;49.39;73.1;34.69;52.39;57.19;45.7;52.21;49.76;25.95;53.7;40.82;62.46;45.59;42.98;40.53;62.15;41.8;58.1;45.76;54.91;24.36;15.08;57.88;35.46;60.66;65.64;55.6;61.8;46.62;47.13;23.14;19.23;39.53;48.29;29.74;43.68;29.79;9.76;26.03;41.73;25.15;25.19;40.56;43.24;19.24;51.47;29.38;49.04;22.72;25.69;40.14;27.85;46.3;23.99;17.5;52.59;1
41.39;20.72;35.47;24.03;19.71;24.8;30.07;19.19;31.18;31.92;32.01;61.47;28.65;41.45;31.43;16.85;25.47;19.09;23.52;16.04;35.32;31.14;29.88;28.51;34.72;34.07;21.89;31.35;20.63;30.49;58.35;27.2;22.38;42.77;24.19;32.25;43.23;18.73;34.97;27.97;33.11;30.56;16.74;38.13;42.99;43.26;36.2;33.38;45.07;5.94;37.26;51.01;30.03;33.21;36.0;29.62;64.1;0
87.17;43.76;73.38;52.97;38.97;58.48;58.58;40.57;59.85;35.93;47.62;43.29;78.71;28.51;39.86;39.97;47.38;43.06;57.77;56.65;51.62;47.61;23.92;47.79;39.14;76.34;57.06;63.01;46.21;47.27;31.18;15.43;32.59;47.24;45.4;21.88;36.67;35.49;16.5;26.26;57.65;19.1;56.6;36.98;47.8;41.93;15.06;28.79;52.03;21.8;46.96;42.55;21.68;30.94;50.52;24.62;31.01;1
72.17;43.48;61.23;49.55;51.8;48.78;57.73;34.78;45.69;40.73;25.24;66.07;27.81;59.12;54.79;51.84;81.07;62.49;55.07;63.35;62.36;45.89;30.44;26.46;43.06;56.14;59.75;72.81;62.6;53.16;40.53;32.37;22.53;42.84;57.04;30.65;40.6;30.94;23.75;32.55;42.06;30.75;24.46;35.45;44.84;40.42;25.65;45.07;48.13;28.16;32.92;28.91;29.18;12.88;47.76;26.49;30.31;1
40.44;1.29;31.86;26.52;39.54;21.35;43.74;18.97;26.33;41.06;27.4;12.08;24.28;24.67;37.3;27.56;37.43;20.12;22.29;25.99;31.78;29.85;14.3;23.6;24.21;19.77;12.64;38.01;3.79;11.74;35.01;28.95;14.91;21.85;48.53;30.46;31.98;37.74;34.09;30.81;54.41;29.4;33.9;38.42;46.83;22.82;40.71;34.37;25.12;35.13;40.02;38.67;58.56;20.9;56.76;29.23;15.97;0
33.65;27.22;20.27;36.44;14.3;28.07;16.62;11.7;31.49;19.48;37.91;23.36;39.79;31.83;19.39;26.88;35.73;21.5;28.87;30.69;32.71;16.11;14.02;34.34;32.94;24.32;24.3;34.49;16.78;13.43;22.44;18.45;7.17;49.01;27.42;48.5;31.11;24.21;25.52;35.05;21.19;45.96;16.64;44.59;26.96;38.11;35.57;21.56;54.15;29.34;37.45;67.67;23.2;26.82;39.64;23.58;42.31;0
76.84;28.25;62.69;46.96;51.9;42.81;54.67;41.56;50.06;15.2;58.31;33.63;71.12;55.58;67.58;34.5;56.33;54.81;61.79;34.38;50.61;37.32;68.59;59.37;38.7;69.92;42.41;66.34;60.08;53.08;27.41;46.4;47.69;31.52;29.65;47.85;36.8;35.86;22.7;39.51;38.47;39.5;26.36;45.77;35.28;33.06;22.44;29.66;36.06;35.14;33.19;46.12;33.08;28.05;34.43;19.13;51.63;1
31.24;25.01;29.44;40.55;17.79;22.36;13.42;13.12;35.34;31.74;14.61;24.86;31.07;27.65;13.81;17.27;32.59;20.77;38.03;15.97;31.73;19.37;19.91;26.18;24.88;41.48;21.31;32.02;11.51;25.48;31.96;40.98;26.3;36.86;48.79;47.65;43.17;34.45;39.64;27.6;27.03;36.5;3.39;31.67;42.83;22.92;28.99;28.46;43.03;35.37;40.05;43.85;36.2;36.81;39.46;26.22;20.98;0
79.21;41.51;51.98;67.92;46.01;54.18;55.64;27.03;64.88;29.82;62.04;51.7;70.41;44.11;37.13;47.12;55.79;43.7;57.35;52.56;57.28;50.0;32.78;58.7;39.16;71.29;18.82;64.76;49.6;42.07;50.12;20.13;28.58;21.15;52.66;15.42;35.39;19.09;58.58;22.87;44.34;22.06;54.39;39.7;62.53;28.22;29.11;39.72;40.79;13.36;40.09;50.37;31.8;27.27;46.57;37.68;44.25;1
36.92;21.0;40.51;25.56;31.31;38.36;7.1;16.49;33.91;11.98;39.07;28.39;32.44;42.84;20.23;14.33;34.0;32.6;24.76;24.65;24.24;13.04;28.84;22.04;37.41;28.38;23.47;32.21;19.6;17.87;25.54;34.29;0.0;30.59;18.07;43.73;28.11;24.09;42.05;7.43;34.97;26.65;45.55;31.29;50.94;28.08;32.5;17.87;41.3;43.39;33.39;48.26;37.31;28.54;34.79;32.82;60.28;0
32.34;25.92;41.35;16.61;20.93;34.68;24.51;2.27;14.79;33.43;24.39;17.9;28.9;29.05;24.63;19.2;39.7;16.4;29.48;29.83;25.18;18.25;23.33;25.51;19.65;13.37;12.06;36.93;29.43;37.28;56.46;50.0;10.81;40.64;46.13;32.07;49.45;26.71;45.45;36.66;29.97;41.45;52.04;38.74;33.51;23.85;45.48;27.7;41.81;24.52;34.7;33.63;24.76;25.38;32.74;30.05;33.13;0
35.88;25.52;51.19;26.08;35.28;31.53;25.3;24.4;24.11;7.32;24.58;15.61;33.53;27.05;25.69;17.99;31.06;38.47;23.82;20.06;40.6;25.44;1.99;24.13;13.74;27.68;27.97;34.74;26.03;29.5;54.02;40.13;34.06;38.03;24.48;47.28;40.0;36.02;34.42;19.53;56.76;32.59;46.55;11.79;32.56;17.36;31.02;16.83;40.84;0.0;32.96;44.32;34.02;20.68;32.46;30.87;9.86;0
71.34;24.7;63.19;57.41;40.55;54.6;60.43;37.66;74.99;35.31;44.7;61.86;44.66;30.0;52.33;46.45;76.55;49.79;74.44;44.04;54.62;55.76;21.19;49.1;50.61;75.99;51.44;61.03;72.45;42.0;35.7;30.39;6.85;30.72;11.96;30.53;30.94;35.72;27.4;27.97;22.64;33.41;48.25;30.85;47.17;49.27;19.23;16.67;48.98;21.49;41.23;34.12;20.18;23.66;35.05;31.46;43.9;1
66.16;51.23;64.17;64.91;52.57;51.36;54.95;25.92;54.43;54.15;63.7;30.75;67.15;25.27;39.9;60.55;57.31;44.33;71.25;56.76;55.1;35.28;54.21;39.22;55.84;63.53;60.46;53.25;55.96;29.92;56.98;32.69;16.22;54.55;20.27;19.2;37.73;42.12;10.27;27.17;42.01;33.13;38.44;47.18;39.17;38.87;29.18;29.3;34.02;33.68;40.87;61.23;36.39;19.64;38.58;30.18;14.96;1
84.2;13.85;59.68;41.07;44.61;58.1;48.15;26.77;40.59;48.3;44.48;20.58;50.86;52.13;51.77;53.76;41.16;42.11;68.98;32.57;52.96;45.13;43.02;38.79;52.53;62.27;30.52;70.03;62.18;38.83;31.35;31.6;25.53;65.26;44.88;20.52;36.69;24.34;31.88;3.48;48.04;28.58;18.85;17.27;39.07;44.24;28.95;38.43;36.29;51.75;30.67;47.69;21.34;13.19;47.8;32.46;20.78;1
36.17;41.69;33.27;18.71;14.26;13.76;38.59;30.5;25.43;28.31;18.22;26.52;42.74;28.08;27.19;26.04;29.45;21.74;40.68;35.49;6.32;19.79;41.95;18.2;33.96;25.33;25.63;41.06;36.12;30.71;44.69;37.09;5.98;43.14;18.52;14.89;30.78;39.95;46.37;38.45;24.39;33.84;68.08;50.17;32.78;40.08;25.57;22.14;45.49;48.34;32.79;47.53;19.33;38.1;40.12;27.19;36.34;0
42.38;40.37;37.55;14.17;24.51;21.08;30.05;17.05;29.42;34.79;30.03;9.63;39.9;14.41;21.63;21.68;16.79;33.32;43.53;29.88;41.58;19.69;31.62;28.98;23.47;51.69;37.31;32.65;33.4;20.08;45.82;35.58;36.92;12.12;39.1;30.0;40.87;30.04;15.68;39.36;44.74;32.9;30.03;45.48;30.33;37.27;25.27;20.77;31.68;7.52;45.87;45.87;48.68;39.11;34.6;12.79;25.78;0
69.48;39.08;62.4;51.57;48.75;39.39;46.34;46.18;44.52;48.14;59.63;50.05;63.85;20.51;51.22;51.13;67.84;51.25;63.0;31.67;66.53;55.34;35.56;43.57;48.56;69.87;65.59;46.73;74.7;40.25;72.04;9.59;25.75;31.14;28.9;26.5;44.93;36.29;30.07;30.97;25.6;21.67;16.85;39.53;26.93;16.71;36.68;42.79;59.19;17.17;38.08;36.31;23.4;43.32;25.26;24.91;36.03;1
48.52;42.66;50.94;46.76;52.97;45.0;61.32;45.61;32.1;37.74;63.83;10.57;62.65;33.11;32.02;57.33;45.95;51.54;59.63;49.31;57.22;52.59;48.73;49.73;45.72;50.01;45.07;63.16;69.06;57.23;47.11;47.89;20.49;49.64;20.43;29.45;43.78;44.03;41.75;17.28;40.21;28.57;51.51;48.65;51.35;28.42;33.37;42.16;39.66;35.68;34.91;66.85;21.68;21.88;45.78;37.27;67.49;1
50.67;49.87;46.31;50.3;63.37;51.28;66.76;39.44;58.44;45.88;31.01;41.07;78.21;56.76;46.81;40.91;54.57;40.34;63.81;31.72;70.61;72.02;51.16;37.61;47.19;58.62;70.64;42.35;55.45;63.33;41.41;18.51;26.65;42.63;43.78;32.19;37.95;21.94;33.31;28.12;39.58;25.0;59.07;29.2;42.1;32.43;16.54;25.2;53.75;34.64;38.98;46.9;40.83;25.85;39.86;26.86;33.88;1
33.83;37.57;30.17;21.56;26.21;24.52;37.24;20.96;43.76;30.93;34.92;14.49;32.23;43.7;23.89;22.54;27.2;33.15;15.5;11.62;38.1;16.0;38.63;14.43;19.13;26.09;15.09;40.72;22.46;48.05;45.76;14.22;21.45;38.43;19.78;40.46;59.06;38.03;37.44;34.24;38.69;29.44;33.99;31.75;29.96;10.73;28.24;35.35;40.99;32.71;34.81;35.85;18.54;35.98;46.52;31.75;26.86;0
30.11;33.13;16.55;19.68;26.78;20.82;35.23;14.97;19.6;24.79;4.89;11.19;29.29;38.32;38.67;11.59;36.81;33.46;21.54;35.22;40.35;25.23;9.63;29.88;34.84;31.42;21.64;38.84;28.66;47.43;44.22;34.54;44.42;49.58;45.97;18.46;24.2;29.75;51.56;23.88;32.65;51.2;36.87;39.72;39.58;48.93;39.66;29.78;34.8;36.06;26.48;40.32;35.97;33.95;51.34;24.15;47.32;0
31.78;24.68;35.85;37.94;31.7;1.87;34.78;11.91;27.08;36.01;25.64;41.12;35.11;37.8;22.37;21.32;45.12;22.32;28.24;22.65;26.92;6.99;17.25;32.31;27.13;41.18;19.17;30.98;25.65;36.92;56.94;17.35;38.0;43.66;41.13;28.02;39.48;46.17;29.89;45.14;48.95;30.94;53.06;33.61;34.58;29.71;41.25;32.14;43.49;9.49;38.03;50.46;22.71;18.39;31.46;35.53;54.47;0
48.66;62.56;50.77;36.84;61.24;51.5;61.75;30.45;67.31;9.59;41.64;41.33;73.57;27.96;52.78;47.96;50.87;42.44;58.72;54.97;54.99;39.87;27.14;28.79;66.65;81.04;68.71;64.34;66.69;31.66;33.37;27.84;60.57;56.83;18.68;40.3;40.97;40.91;34.93;29.84;33.11;47.46;30.26;27.76;37.29;36.68;28.76;20.77;46.27;29.14;20.59;50.16;42.64;27.8;39.0;33.36;24.12;1
30.21;29.7;62.7;53.59;48.18;64.09;52.12;30.73;53.17;49.4;65.69;37.98;63.59;63.03;49.28;48.43;83.65;60.05;62.07;66.34;59.75;60.83;26.17;41.2;42.16;57.21;58.13;40.45;81.61;31.13;63.71;21.59;26.51;32.64;48.72;26.43;42.68;49.69;49.74;42.59;38.51;24.47;21.64;47.27;37.65;32.51;11.82;38.54;39.27;30.36;40.43;41.7;3.59;29.99;37.7;25.25;26.33;1
78.56;37.81;68.53;61.85;37.8;44.74;46.17;46.06;41.53;41.73;71.88;39.1;51.98;44.69;47.58;22.52;83.36;45.59;62.32;40.36;57.36;25.19;43.77;74.67;50.9;72.69;53.94;70.62;64.06;32.03;24.53;44.59;55.95;45.86;24.13;36.71;27.83;20.53;39.72;20.58;21.75;27.43;49.35;39.21;35.75;39.35;29.39;33.69;21.36;17.83;31.3;37.35;24.76;32.97;25.71;35.38;68.76;1
31.31;32.52;23.51;54.42;19.06;18.38;28.26;16.02;40.96;24.99;28.89;22.7;41.13;29.45;38.59;17.39;36.93;23.76;35.26;20.97;12.08;23.76;13.98;26.23;22.92;38.73;38.26;35.83;16.26;25.13;57.41;14.42;15.76;29.18;55.24;48.21;40.53;23.23;24.68;40.06;39.46;19.0;36.74;35.06;34.98;24.25;36.4;41.94;40.61;29.85;34.68;45.48;3.07;16.64;26.86;41.43;25.63;0
40.79;24.19;41.74;43.75;13.78;8.73;23.91;22.44;35.75;35.02;32.03;41.13;33.05;32.74;1.58;21.76;42.19;25.09;32.54;27.97;45.82;16.69;5.2;20.02;21.62;48.37;14.13;39.18;17.32;48.13;63.15;33.1;42.92;21.49;51.7;50.9;35.05;19.52;35.67;35.63;47.04;29.3;53.71;41.33;42.7;49.51;26.99;24.86;40.91;31.26;27.03;34.91;22.15;22.12;34.47;27.63;59.09;0
60.5;57.9;73.76;45.13;52.22;49.4;46.25;33.19;57.17;45.34;16.58;35.69;69.47;36.44;50.42;44.88;62.47;60.57;74.89;47.44;50.33;34.28;30.49;44.99;49.18;72.87;39.67;55.01;49.65;38.28;20.45;24.85;27.51;21.0;20.15;26.91;39.64;34.22;51.28;23.06;35.94;36.23;43.38;37.54;58.25;38.37;38.32;32.32;32.63;30.9;34.41;35.37;24.63;37.56;34.09;35.94;59.48;1
72.98;44.41;45.38;48.41;47.99;45.09;54.11;34.98;62.04;52.52;48.98;70.55;73.93;37.7;36.42;62.17;70.96;43.81;64.37;51.62;55.07;67.04;22.65;60.89;44.45;50.95;50.88;71.58;55.71;9.38;57.25;19.48;28.44;27.84;35.72;37.79;34.72;48.15;39.03;30.06;50.52;26.63;31.27;41.66;28.7;48.93;22.54;32.04;53.57;56.37;41.61;34.33;53.86;25.67;29.45;26.36;37.31;1
79.99;38.09;73.76;39.75;44.44;41.77;49.65;43.73;55.13;56.44;29.0;31.01;51.39;75.75;61.44;45.1;63.4;48.91;66.89;50.02;58.5;76.37;56.08;28.82;31.34;59.9;32.62;68.4;69.82;60.75;41.33;53.64;28.65;55.6;26.88;25.21;35.06;27.31;23.9;36.0;18.72;21.23;35.16;39.84;12.1;30.9;30.13;22.09;43.05;35.61;35.39;35.47;1.54;24.34;49.24;22.93;15.97;1
